,0,1
0,-56.0,1.0
1,-55.9896,0.0
2,-55.9792,0.0
3,-55.9688,0.0
4,-55.9584,0.0
5,-55.948,0.0
6,-55.9376,0.0
7,-55.9272,0.0
8,-55.9168,0.0
9,-55.9064,0.0
10,-55.896,0.0
11,-55.8856,0.0
12,-55.8752,0.0
13,-55.8648,0.0
14,-55.8544,0.0
15,-55.844,0.0
16,-55.8336,0.0
17,-55.8232,0.0
18,-55.8128,0.0
19,-55.8024,0.0
20,-55.792,0.0
21,-55.7816,0.0
22,-55.7712,0.0
23,-55.7608,0.0
24,-55.7504,0.0
25,-55.74,0.0
26,-55.7296,0.0
27,-55.7192,0.0
28,-55.7088,0.0
29,-55.6984,0.0
30,-55.688,0.0
31,-55.6776,0.0
32,-55.6672,0.0
33,-55.6568,0.0
34,-55.6464,0.0
35,-55.636,0.0
36,-55.6256,0.0
37,-55.6152,0.0
38,-55.6048,0.0
39,-55.5944,0.0
40,-55.584,0.0
41,-55.5736,0.0
42,-55.5632,0.0
43,-55.5528,0.0
44,-55.5424,0.0
45,-55.532,0.0
46,-55.5216,0.0
47,-55.5112,0.0
48,-55.5008,0.0
49,-55.4904,0.0
50,-55.48,0.0
51,-55.4696,0.0
52,-55.4592,0.0
53,-55.4488,0.0
54,-55.4384,0.0
55,-55.428,0.0
56,-55.4176,0.0
57,-55.4072,0.0
58,-55.3968,0.0
59,-55.3864,0.0
60,-55.376,0.0
61,-55.3656,0.0
62,-55.3552,0.0
63,-55.3448,0.0
64,-55.3344,0.0
65,-55.324,0.0
66,-55.3136,0.0
67,-55.3032,0.0
68,-55.2928,0.0
69,-55.2824,0.0
70,-55.272,0.0
71,-55.2616,0.0
72,-55.2512,0.0
73,-55.2408,0.0
74,-55.2304,0.0
75,-55.22,0.0
76,-55.2096,0.0
77,-55.1992,0.0
78,-55.1888,0.0
79,-55.1784,0.0
80,-55.168,0.0
81,-55.1576,0.0
82,-55.1472,0.0
83,-55.1368,0.0
84,-55.1264,0.0
85,-55.116,0.0
86,-55.1056,0.0
87,-55.0952,0.0
88,-55.0848,0.0
89,-55.0744,0.0
90,-55.064,0.0
91,-55.0536,0.0
92,-55.0432,0.0
93,-55.0328,0.0
94,-55.0224,0.0
95,-55.012,0.0
96,-55.0016,0.0
97,-54.9912,0.0
98,-54.9808,0.0
99,-54.9704,0.0
100,-54.96,0.0
101,-54.9496,0.0
102,-54.9392,0.0
103,-54.9288,0.0
104,-54.9184,0.0
105,-54.908,0.0
106,-54.8976,0.0
107,-54.8872,0.0
108,-54.8768,0.0
109,-54.8664,0.0
110,-54.856,0.0
111,-54.8456,0.0
112,-54.8352,0.0
113,-54.8248,0.0
114,-54.8144,0.0
115,-54.804,0.0
116,-54.7936,0.0
117,-54.7832,0.0
118,-54.7728,0.0
119,-54.7624,0.0
120,-54.752,0.0
121,-54.7416,0.0
122,-54.7312,0.0
123,-54.7208,0.0
124,-54.7104,0.0
125,-54.7,0.0
126,-54.6896,0.0
127,-54.6792,0.0
128,-54.6688,0.0
129,-54.6584,0.0
130,-54.648,0.0
131,-54.6376,0.0
132,-54.6272,0.0
133,-54.6168,0.0
134,-54.6064,0.0
135,-54.596,0.0
136,-54.5856,0.0
137,-54.5752,0.0
138,-54.5648,0.0
139,-54.5544,0.0
140,-54.544,0.0
141,-54.5336,0.0
142,-54.5232,0.0
143,-54.5128,0.0
144,-54.5024,0.0
145,-54.492,0.0
146,-54.4816,0.0
147,-54.4712,0.0
148,-54.4608,0.0
149,-54.4504,0.0
150,-54.44,0.0
151,-54.4296,0.0
152,-54.4192,0.0
153,-54.4088,0.0
154,-54.3984,0.0
155,-54.388,0.0
156,-54.3776,0.0
157,-54.3672,0.0
158,-54.3568,0.0
159,-54.3464,0.0
160,-54.336,0.0
161,-54.3256,0.0
162,-54.3152,0.0
163,-54.3048,0.0
164,-54.2944,0.0
165,-54.284,0.0
166,-54.2736,0.0
167,-54.2632,0.0
168,-54.2528,0.0
169,-54.2424,0.0
170,-54.232,0.0
171,-54.2216,0.0
172,-54.2112,0.0
173,-54.2008,0.0
174,-54.1904,0.0
175,-54.18,0.0
176,-54.1696,0.0
177,-54.1592,0.0
178,-54.1488,0.0
179,-54.1384,0.0
180,-54.128,0.0
181,-54.1176,0.0
182,-54.1072,0.0
183,-54.0968,0.0
184,-54.0864,0.0
185,-54.076,0.0
186,-54.0656,0.0
187,-54.0552,0.0
188,-54.0448,0.0
189,-54.0344,0.0
190,-54.024,0.0
191,-54.0136,0.0
192,-54.0032,0.0
193,-53.9928,0.0
194,-53.9824,0.0
195,-53.972,0.0
196,-53.9616,0.0
197,-53.9512,0.0
198,-53.9408,0.0
199,-53.9304,0.0
200,-53.92,0.0
201,-53.9096,0.0
202,-53.8992,0.0
203,-53.8888,0.0
204,-53.8784,0.0
205,-53.868,0.0
206,-53.8576,0.0
207,-53.8472,0.0
208,-53.8368,0.0
209,-53.8264,0.0
210,-53.816,0.0
211,-53.8056,0.0
212,-53.7952,0.0
213,-53.7848,0.0
214,-53.7744,0.0
215,-53.764,0.0
216,-53.7536,0.0
217,-53.7432,0.0
218,-53.7328,0.0
219,-53.7224,0.0
220,-53.712,0.0
221,-53.7016,0.0
222,-53.6912,0.0
223,-53.6808,0.0
224,-53.6704,0.0
225,-53.66,0.0
226,-53.6496,0.0
227,-53.6392,0.0
228,-53.6288,0.0
229,-53.6184,0.0
230,-53.608,0.0
231,-53.5976,0.0
232,-53.5872,0.0
233,-53.5768,0.0
234,-53.5664,0.0
235,-53.556,0.0
236,-53.5456,0.0
237,-53.5352,0.0
238,-53.5248,0.0
239,-53.5144,0.0
240,-53.504,0.0
241,-53.4936,0.0
242,-53.4832,0.0
243,-53.4728,0.0
244,-53.4624,0.0
245,-53.452,0.0
246,-53.4416,0.0
247,-53.4312,0.0
248,-53.4208,0.0
249,-53.4104,0.0
250,-53.4,0.0
251,-53.3896,0.0
252,-53.3792,0.0
253,-53.3688,0.0
254,-53.3584,0.0
255,-53.348,0.0
256,-53.3376,0.0
257,-53.3272,0.0
258,-53.3168,0.0
259,-53.3064,0.0
260,-53.296,0.0
261,-53.2856,0.0
262,-53.2752,0.0
263,-53.2648,0.0
264,-53.2544,0.0
265,-53.244,0.0
266,-53.2336,0.0
267,-53.2232,0.0
268,-53.2128,0.0
269,-53.2024,0.0
270,-53.192,0.0
271,-53.1816,0.0
272,-53.1712,0.0
273,-53.1608,0.0
274,-53.1504,0.0
275,-53.14,0.0
276,-53.1296,0.0
277,-53.1192,0.0
278,-53.1088,0.0
279,-53.0984,0.0
280,-53.088,0.0
281,-53.0776,0.0
282,-53.0672,0.0
283,-53.0568,0.0
284,-53.0464,0.0
285,-53.036,0.0
286,-53.0256,0.0
287,-53.0152,0.0
288,-53.0048,0.0
289,-52.9944,0.0
290,-52.984,0.0
291,-52.9736,0.0
292,-52.9632,0.0
293,-52.9528,0.0
294,-52.9424,0.0
295,-52.932,0.0
296,-52.9216,0.0
297,-52.9112,0.0
298,-52.9008,0.0
299,-52.8904,0.0
300,-52.88,0.0
301,-52.8696,0.0
302,-52.8592,0.0
303,-52.8488,0.0
304,-52.8384,0.0
305,-52.828,0.0
306,-52.8176,0.0
307,-52.8072,0.0
308,-52.7968,0.0
309,-52.7864,0.0
310,-52.776,0.0
311,-52.7656,0.0
312,-52.7552,0.0
313,-52.7448,0.0
314,-52.7344,0.0
315,-52.724,0.0
316,-52.7136,0.0
317,-52.7032,0.0
318,-52.6928,0.0
319,-52.6824,0.0
320,-52.672,0.0
321,-52.6616,0.0
322,-52.6512,0.0
323,-52.6408,0.0
324,-52.6304,0.0
325,-52.62,0.0
326,-52.6096,0.0
327,-52.5992,0.0
328,-52.5888,0.0
329,-52.5784,0.0
330,-52.568,0.0
331,-52.5576,0.0
332,-52.5472,0.0
333,-52.5368,0.0
334,-52.5264,0.0
335,-52.516,0.0
336,-52.5056,0.0
337,-52.4952,0.0
338,-52.4848,0.0
339,-52.4744,0.0
340,-52.464,0.0
341,-52.4536,0.0
342,-52.4432,0.0
343,-52.4328,0.0
344,-52.4224,0.0
345,-52.412,0.0
346,-52.4016,0.0
347,-52.3912,0.0
348,-52.3808,0.0
349,-52.3704,0.0
350,-52.36,0.0
351,-52.3496,0.0
352,-52.3392,0.0
353,-52.3288,0.0
354,-52.3184,0.0
355,-52.308,0.0
356,-52.2976,0.0
357,-52.2872,0.0
358,-52.2768,0.0
359,-52.2664,0.0
360,-52.256,0.0
361,-52.2456,0.0
362,-52.2352,0.0
363,-52.2248,0.0
364,-52.2144,0.0
365,-52.204,0.0
366,-52.1936,0.0
367,-52.1832,0.0
368,-52.1728,0.0
369,-52.1624,0.0
370,-52.152,0.0
371,-52.1416,0.0
372,-52.1312,0.0
373,-52.1208,0.0
374,-52.1104,0.0
375,-52.1,0.0
376,-52.0896,0.0
377,-52.0792,0.0
378,-52.0688,0.0
379,-52.0584,0.0
380,-52.048,0.0
381,-52.0376,0.0
382,-52.0272,0.0
383,-52.0168,0.0
384,-52.0064,0.0
385,-51.996,0.0
386,-51.9856,0.0
387,-51.9752,0.0
388,-51.9648,0.0
389,-51.9544,0.0
390,-51.944,0.0
391,-51.9336,0.0
392,-51.9232,0.0
393,-51.9128,0.0
394,-51.9024,0.0
395,-51.892,0.0
396,-51.8816,0.0
397,-51.8712,0.0
398,-51.8608,0.0
399,-51.8504,0.0
400,-51.84,0.0
401,-51.8296,0.0
402,-51.8192,0.0
403,-51.8088,0.0
404,-51.7984,0.0
405,-51.788,0.0
406,-51.7776,0.0
407,-51.7672,0.0
408,-51.7568,0.0
409,-51.7464,0.0
410,-51.736,0.0
411,-51.7256,0.0
412,-51.7152,0.0
413,-51.7048,0.0
414,-51.6944,0.0
415,-51.684,0.0
416,-51.6736,0.0
417,-51.6632,0.0
