,0
0,0.0
1,-0.00111860388716
2,-0.00302281625813
3,-0.00573433391413
4,-0.0092359085725
5,-0.0134604817364
6,-0.018287107284
7,-0.0235478232613
8,-0.0290456005799
9,-0.0345788224032
10,-0.0399652446215
11,-0.0450593312746
12,-0.0497601855311
13,-0.0540108089442
14,-0.0577915194572
15,-0.0611107511582
16,-0.0639957466179
17,-0.0664845969955
18,-0.0686201807216
19,-0.0704459720954
20,-0.0720034104638
21,-0.0733304415288
22,-0.0744608707354
23,-0.075424239501
24,-0.0762460118389
25,-0.0769479253757
26,-0.0775484120498
27,-0.0780630305725
28,-0.078504877761
29,-0.0788849621008
30,-0.0792125329912
31,-0.0794953650699
32,-0.0797400002662
33,-0.0799519518005
34,-0.0801358748983
35,-0.0802957089555
36,-0.0804347955566
37,-0.0805559762673
38,-0.0806616736084
39,-0.0807539581087
40,-0.0808346038781
41,-0.0809051347308
42,-0.0809668625372
43,-0.0810209191872
44,-0.0810682832978
45,-0.0811098025919
46,-0.0811462127057
47,-0.0811781530436
48,-0.081206180186
49,-0.0812307792624
50,-0.0812523736294
51,-0.0812713331306
52,-0.0812879811663
53,-0.0813026007613
54,-0.0813154397867
55,-0.0813267154643
56,-0.0813366182607
57,-0.0813453152618
58,-0.0813529531014
59,-0.0813596605078
60,-0.0813655505218
61,-0.0813707224315
62,-0.0813752634609
63,-0.0813792502469
64,-0.0813827501316
65,-0.0813858222938
66,-0.081388518741
67,-0.0813908851795
68,-0.081392961778
69,-0.0813947838373
70,-0.0813963823797
71,-0.0813977846659
72,-0.0813990146496
73,-0.0814000933773
74,-0.0814010393392
75,-0.0814018687787
76,-0.0814025959638
77,-0.0814032334259
78,-0.08140379217
79,-0.0814042818598
80,-0.0814047109799
81,-0.0814050869788
82,-0.0814054163948
83,-0.0814057049664
84,-0.0814059577295
85,-0.0814061791028
86,-0.0814063729632
87,-0.0814065427116
88,-0.0814066913309
89,-0.0814068214373
90,-0.0814069353249
91,-0.0814070350051
92,-0.0814071222414
93,-0.0814071985794
94,-0.0814072653741
95,-0.0814073238127
96,-0.0814073749356
97,-0.0814074196543
98,-0.0814074587675
99,-0.0814074929745
100,-0.0814075228881
101,-0.0814075490448
102,-0.0814075719143
103,-0.0814075919081
104,-0.0814076093862
105,-0.0814076246638
106,-0.0814076380169
107,-0.081407649687
108,-0.0814076598853
109,-0.0814076687967
110,-0.081407676583
111,-0.0814076833858
112,-0.0814076893288
113,-0.0814076945203
114,-0.0814076990549
115,-0.0814077030156
116,-0.0814077064746
117,-0.0814077094954
118,-0.0814077121332
119,-0.0814077144365
120,-0.0814077164475
121,-0.0814077182032
122,-0.081407719736
123,-0.081407721074
124,-0.0814077222419
125,-0.0814077232613
126,-0.081407724151
127,-0.0814077249275
128,-0.0814077256051
129,-0.0814077261963
130,-0.0814077267123
131,-0.0814077271624
132,-0.0814077275552
133,-0.0814077278978
134,-0.0814077281967
135,-0.0814077284575
136,-0.0814077286849
137,-0.0814077288833
138,-0.0814077290563
139,-0.0814077292072
140,-0.0814077293388
141,-0.0814077294536
142,-0.0814077295536
143,-0.0814077296409
144,-0.081407729717
145,-0.0814077297833
146,-0.0814077298412
147,-0.0814077298916
148,-0.0814077299355
149,-0.0814077299738
